time,G(i),H_sun,T2m,WS10m,Int
20200708:0706,144.11,18.97,23.25,1.72,0
20200708:0806,338.44,32.79,24.18,1.86,0
20200708:0906,248.36,46.42,24.97,1.66,0
20200708:1006,178.72,59.41,25.71,1.79,0
20200708:1106,266.59,70.34,24.32,1.79,0
20200708:1206,479.68,74.04,24.9,2.07,0
20200708:1306,206.68,66.74,25.14,1.86,0
20200708:1406,407.17,54.73,25.46,1.79,0
20200708:1506,347.9,41.42,25.8,2.21,0
20200708:1606,212.75,27.69,25.06,2.21,0
20200708:1706,129.77,13.84,24.78,1.72,0
20200708:1806,0,0,24.38,2.14,0
20200708:1906,0,0,23.56,1.79,0
20200708:2006,0,0,23.37,1.79,0
20200708:2106,0,0,22.96,1.86,0
20200708:2206,0,0,23.19,1.79,0
20200708:2306,0,0,22.88,1.86,0
20200709:0006,0,0,23.09,2,0
20200709:0106,0,0,23.06,1.79,0
20200709:0206,0,0,22.63,1.66,0
20200709:0306,0,0,22.57,1.52,0
20200709:0406,0,0,22.44,1.52,0
20200709:0506,0,0,22.42,1.38,0
20200709:0606,19.18,5.08,22.45,1.31,0
20200709:0706,203.12,18.93,22.66,1.66,0
20200709:0806,386.11,32.77,22.89,1.59,0
20200709:0906,422.68,46.41,23.5,1.59,0
20200709:1006,266.54,59.43,24.21,1.79,0
20200709:1106,208.68,70.41,24.81,1.66,0
20200709:1206,410.77,74.16,25.11,1.66,0
20200709:1306,308.47,66.84,25.81,2,0
20200709:1406,371.72,54.81,26,2.07,0
20200709:1506,418.84,41.48,26.14,2.14,0
20200709:1606,355.75,27.74,26.26,2.21,0
20200709:1706,119.75,13.88,25.89,1.86,0
20200709:1806,0,0,25.4,1.93,0
20200709:1906,0,0,24.43,1.59,0
20200709:2006,0,0,24.18,1.66,0
20200709:2106,0,0,23.92,1.79,0
20200709:2206,0,0,23.75,1.66,0
20200709:2306,0,0,23.57,1.52,0
20200710:0006,0,0,23.45,1.59,0
20200710:0106,0,0,23.25,1.72,0
20200710:0206,0,0,23.09,1.86,0
20200710:0306,0,0,22.99,1.86,0
20200710:0406,0,0,22.87,1.79,0
20200710:0506,0,0,22.75,1.66,0
20200710:0606,20.16,5.03,22.75,1.52,0
20200710:0706,121.38,18.9,23.44,1.72,0
20200710:0806,319.25,32.75,24.04,2.62,0
20200710:0906,479.78,46.41,25.12,3.17,0
20200710:1006,704.6,59.46,25.9,3.1,0
20200710:1106,536.46,70.48,27.36,3.17,0
20200710:1206,431.52,74.28,27.81,2.83,0
20200710:1306,303.48,66.94,28.7,2.34,0
20200710:1406,560.08,54.88,27.39,2.14,0
20200710:1506,403.42,41.54,26.71,2,0
20200710:1606,319.34,27.78,25.6,2.21,0
20200710:1706,83.51,13.91,25.24,2.07,0
20200710:1806,0,0,24.83,2.07,0
20200710:1906,0,0,23.99,1.38,0
20200710:2006,0,0,23.68,1.52,0
20200710:2106,0,0,23.51,1.66,0
20200710:2206,0,0,23.4,1.72,0
20200710:2306,0,0,22.98,1.72,0
20200711:0006,0,0,22.85,1.72,0
20200711:0106,0,0,22.8,1.86,0
20200711:0206,0,0,22.75,1.93,0
20200711:0306,0,0,22.72,2,0
20200711:0406,0,0,22.67,1.93,0
20200711:0506,0,0,22.61,1.79,0
20200711:0606,24.23,4.99,22.51,1.52,0
20200711:0706,89.69,18.87,23.2,2.34,0
20200711:0806,199.01,32.74,23.81,2.62,0
20200711:0906,354.73,46.41,24.56,2.83,0
20200711:1006,578.54,59.48,25.43,2.97,0
20200711:1106,337.3,70.56,26.12,2.69,0
20200711:1206,254.61,74.41,27,2.55,0
20200711:1306,381.01,67.05,27.27,2.48,0
20200711:1406,496.24,54.96,27.86,2.48,0
20200711:1506,350.93,41.59,26.69,2.21,0
20200711:1606,237.18,27.82,25.33,1.45,0
20200711:1706,107.58,13.93,24.21,1.59,0
20200711:1806,0,0,23.86,1.52,0
20200711:1906,0,0,24.43,1.72,0
20200711:2006,0,0,23.99,1.79,0
20200711:2106,0,0,23.75,1.72,0
20200711:2206,0,0,23.62,1.86,0
20200711:2306,0,0,23.53,1.66,0
20200712:0006,0,0,23.42,1.52,0
20200712:0106,0,0,23.26,1.45,0
20200712:0206,0,0,23.18,1.52,0
20200712:0306,0,0,23.17,1.45,0
20200712:0406,0,0,23.13,1.38,0
20200712:0506,0,0,23.14,1.38,0
20200712:0606,28.56,4.95,23.13,1.38,0
20200712:0706,133.27,18.84,23.59,1.52,0
20200712:0806,274.1,32.72,24.33,2,0
20200712:0906,320.97,46.41,24.98,2.48,0
20200712:1006,486.88,59.51,24.84,2.07,0
20200712:1106,591.43,70.64,26.19,2.41,0
20200712:1206,270.58,74.55,27.1,2.34,0
20200712:1306,339.32,67.16,27.58,2.48,0
20200712:1406,616.06,55.04,27.25,2.62,0
20200712:1506,235.51,41.65,26.09,2.62,0
20200712:1606,325.22,27.86,25.09,2.48,0
20200712:1706,79.6,13.96,24.73,2.97,0
20200712:1806,0,0,24.29,2.28,0
20200712:1906,0,0,24.64,1.93,0
20200712:2006,0,0,24.4,1.79,0
20200712:2106,0,0,24.18,1.72,0
20200712:2206,0,0,23.84,1.72,0
20200712:2306,0,0,23.68,1.66,0
20200713:0006,0,0,23.45,1.59,0
20200713:0106,0,0,23.26,1.59,0
20200713:0206,0,0,23.07,1.59,0
20200713:0306,0,0,23.05,1.66,0
20200713:0406,0,0,22.97,1.79,0
20200713:0506,0,0,23.03,1.86,0
20200713:0606,28.45,4.91,23.02,1.72,0
20200713:0706,225.68,18.81,23.9,3.38,0
20200713:0806,421.5,32.71,24.89,3.59,0
20200713:0906,436.94,46.42,25.69,3.45,0
20200713:1006,332.06,59.55,26.32,3.38,0
20200713:1106,187.71,70.73,26.84,3.38,0
20200713:1206,470.97,74.7,27.98,3.1,0
20200713:1306,428.55,67.27,28.12,2.97,0
20200713:1406,493.5,55.11,28.35,2.9,0
20200713:1506,424.96,41.7,28.25,3.24,0
20200713:1606,277.82,27.9,27.11,3.31,0
20200713:1706,158.23,13.99,26.43,3.03,0
20200713:1806,0,0,25.85,2.76,0
20200713:1906,0,0,25.09,2.48,0
20200713:2006,0,0,24.46,2.21,0
20200713:2106,0,0,24.07,2.14,0
20200713:2206,0,0,23.79,2,0
20200713:2306,0,0,23.51,2,0
20200714:0006,0,0,23.39,2.07,0
20200714:0106,0,0,23.3,2,0
20200714:0206,0,0,23.17,2,0
20200714:0306,0,0,22.99,2.07,0
20200714:0406,0,0,22.97,1.93,0
20200714:0506,0,0,22.84,1.86,0
20200714:0606,28.48,4.86,22.85,1.79,0
20200714:0706,215.76,18.78,23.52,2.14,0
20200714:0806,371.45,32.69,24.67,3.72,0
20200714:0906,560.86,46.43,25.83,3.79,0
20200714:1006,681.52,59.59,26.8,3.59,0
20200714:1106,651.65,70.82,27.39,3.45,0
20200714:1206,490.64,74.85,27.84,3.17,0
20200714:1306,785.61,67.39,28.54,3.1,0
20200714:1406,749.07,55.19,28.62,3.31,0
20200714:1506,581.86,41.76,28.21,3.66,0
20200714:1606,388.41,27.94,27.57,4.14,0
20200714:1706,155.6,14.01,26.74,3.79,0
20200714:1806,0,0,25.67,3.17,0
20200714:1906,0,0,25.09,2.28,0
20200714:2006,0,0,24.49,2.28,0
20200714:2106,0,0,24.2,2.34,0
20200714:2206,0,0,23.9,2.41,0
20200714:2306,0,0,23.6,2.41,0
20200715:0006,0,0,23.38,2.41,0
20200715:0106,0,0,23.33,2.41,0
20200715:0206,0,0,23.15,2.34,0
20200715:0306,0,0,23.09,2.21,0
20200715:0406,0,0,23.03,2.14,0
20200715:0506,0,0,23.15,2.14,0
20200715:0606,28.38,4.82,23.13,2.07,0
20200715:0706,181.28,18.76,23.63,2.9,0
20200715:0806,402.43,32.68,24.59,3.1,0
20200715:0906,388.23,46.44,25.54,2.62,0
20200715:1006,487.96,59.63,26.33,2.48,0
20200715:1106,869.86,70.92,26.73,2.48,0
20200715:1206,624.86,75,26.91,2.62,0
20200715:1306,466.01,67.5,27.08,2.83,0
20200715:1406,351.03,55.27,26.52,2.83,0
20200715:1506,379.4,41.81,26.5,3.24,0
20200715:1606,325.57,27.97,26.3,3.24,0
20200715:1706,92.32,14.03,25.66,3.24,0
20200715:1806,0,0,24.83,2.76,0
20200715:1906,0,0,24.36,2.21,0
20200715:2006,0,0,24,2.14,0
20200715:2106,0,0,23.65,2.14,0
20200715:2206,0,0,23.56,2.21,0
20200715:2306,0,0,23.43,2.14,0
20200716:0006,0,0,23.32,2.07,0
20200716:0106,0,0,23.16,2.07,0
20200716:0206,0,0,23.09,1.86,0
20200716:0306,0,0,22.97,1.72,0
20200716:0406,0,0,22.94,1.66,0
20200716:0506,0,0,22.8,1.52,0
20200716:0606,25.25,4.79,22.85,1.52,0
20200716:0706,178.86,18.73,23.36,2.48,0
20200716:0806,315.07,32.68,24.27,3.17,0
20200716:0906,275.07,46.45,25.71,2.76,0
20200716:1006,116.82,59.68,26.05,2.34,0
20200716:1106,598.37,71.03,26.79,2.28,0
20200716:1206,435.56,75.16,26.67,2.28,0
20200716:1306,195.7,67.62,26.6,2.41,0
20200716:1406,380.73,55.35,26.98,2.55,0
20200716:1506,334.42,41.87,27.07,2.83,0
20200716:1606,81.87,28.01,26.46,2.69,0
20200716:1706,99.12,14.05,25.9,2.76,0
20200716:1806,0,0,25.13,2.34,0
20200716:1906,0,0,24.42,1.93,0
20200716:2006,0,0,23.94,2.07,0
20200716:2106,0,0,23.55,1.93,0
20200716:2206,0,0,23.32,1.79,0
20200716:2306,0,0,23.05,1.59,0
20200717:0006,0,0,22.84,1.59,0
20200717:0106,0,0,22.7,1.52,0
20200717:0206,0,0,22.67,1.72,0
20200717:0306,0,0,22.6,1.72,0
20200717:0406,0,0,22.57,1.66,0
20200717:0506,0,0,22.55,1.52,0
20200717:0606,27.41,4.75,22.64,1.38,0
20200717:0706,134.12,18.71,23.67,2.97,0
20200717:0806,282.48,32.67,24.58,2.9,0
20200717:0906,335.59,46.47,25.5,2.55,0
20200717:1006,530.95,59.72,26.4,2.34,0
20200717:1106,344.29,71.14,27.25,2,0
20200717:1206,195.7,75.33,28.17,2.07,0
20200717:1306,146.77,67.74,25.99,2.14,0
20200717:1406,219.66,55.42,26.02,2.76,0
20200717:1506,456.13,41.92,26.15,3.03,0
20200717:1606,173.51,28.04,26,3.1,0
20200717:1706,134.08,14.07,25.61,2.83,0
20200717:1806,0,0,25.03,2.41,0
20200717:1906,0,0,24.35,2.07,0
20200717:2006,0,0,24.03,2,0
20200717:2106,0,0,23.77,1.86,0
20200717:2206,0,0,23.61,1.79,0
20200717:2306,0,0,23.45,1.66,0
20200718:0006,0,0,23.19,1.45,0
20200718:0106,0,0,23.07,1.38,0
20200718:0206,0,0,22.92,1.38,0
20200718:0306,0,0,22.8,1.38,0
20200718:0406,0,0,22.63,1.38,0
20200718:0506,0,0,22.59,1.24,0
20200718:0606,27.45,4.71,22.63,1.03,0
20200718:0706,183.03,18.69,23.59,1.66,0
20200718:0806,370.14,32.67,24.97,2.34,0
20200718:0906,565.88,46.49,25.84,2.28,0
20200718:1006,831.53,59.78,27.06,2.34,0
20200718:1106,548.45,71.25,28.22,2.34,0
20200718:1206,614.52,75.5,28.52,2.41,0
20200718:1306,337.36,67.86,28.55,2.55,0
20200718:1406,349.08,55.5,28.4,2.48,0
20200718:1506,501.53,41.97,28.23,2.55,0
20200718:1606,383.56,28.07,27.92,2.69,0
20200718:1706,150.73,14.08,27.07,2.55,0
20200718:1806,0,0,26.03,2.41,0
20200718:1906,0,0,25.12,1.93,0
20200718:2006,0,0,24.56,1.79,0
20200718:2106,0,0,24.11,1.72,0
20200718:2206,0,0,23.71,1.72,0
20200718:2306,0,0,23.41,1.79,0
20200719:0006,0,0,23.15,1.86,0
20200719:0106,0,0,23.02,1.79,0
20200719:0206,0,0,22.81,1.59,0
20200719:0306,0,0,22.7,1.59,0
20200719:0406,0,0,22.64,1.59,0
20200719:0506,0,0,22.52,1.52,0
20200719:0606,21.11,4.68,22.45,1.45,0
20200719:0706,189.01,18.67,23.78,2.83,0
20200719:0806,284.52,32.67,24.84,2.83,0
20200719:0906,297.65,46.51,26.2,2.62,0
20200719:1006,354.81,59.83,26.32,2.41,0
20200719:1106,459.85,71.37,26.55,2,0
20200719:1206,766.92,75.68,26.91,2.28,0
20200719:1306,400.9,67.98,27.37,2.55,0
20200719:1406,643.9,55.58,27.9,2.83,0
20200719:1506,475.68,42.02,28.11,3.1,0
20200719:1606,350.72,28.1,27.49,3.1,0
20200719:1706,137.94,14.09,26.18,2.14,0
20200719:1806,0,0,25.55,1.79,0
20200719:1906,0,0,24.53,1.66,0
20200719:2006,0,0,24.06,1.59,0
20200719:2106,0,0,23.71,1.59,0
20200719:2206,0,0,23.48,1.66,0
20200719:2306,0,0,23.27,1.66,0
20200720:0006,0,0,23.11,1.66,0
20200720:0106,0,0,23.09,1.45,0
20200720:0206,0,0,23.13,1.31,0
20200720:0306,0,0,23.13,1.45,0
20200720:0406,0,0,23.16,1.59,0
20200720:0506,0,0,23.17,1.66,0
20200720:0606,4.99,4.64,23.19,1.79,0
20200720:0706,77.88,18.66,23.67,2.21,0
20200720:0806,151.77,32.67,23.89,2,0
20200720:0906,376.91,46.53,24.34,2.07,0
20200720:1006,398.04,59.89,24.58,2.41,0
20200720:1106,234.64,71.49,24.9,2.21,0
20200720:1206,318.46,75.86,25.82,2.9,0
20200720:1306,525.04,68.1,26.61,2.69,0
20200720:1406,267.55,55.65,27.34,2.69,0
20200720:1506,571.64,42.06,25.47,2.76,0
20200720:1606,331.9,28.13,25.11,2.62,0
20200720:1706,141.7,14.1,24.87,1.86,0
20200720:1806,0,0,24.57,1.79,0
20200720:1906,0,0,24.36,1.45,0
20200720:2006,0,0,23.9,1.59,0
20200720:2106,0,0,23.64,1.45,0
20200720:2206,0,0,23.51,1.31,0
20200720:2306,0,0,23.28,1.45,0
20200721:0006,0,0,23.17,1.52,0
20200721:0106,0,0,23.13,1.52,0
20200721:0206,0,0,23.06,1.52,0
20200721:0306,0,0,23.05,1.52,0
20200721:0406,0,0,23.06,1.45,0
20200721:0506,0,0,23.11,1.38,0
20200721:0606,23.28,4.61,23.16,1.38,0
20200721:0706,137.8,18.64,23.44,2.07,0
20200721:0806,402.27,32.67,23.79,2.55,0
20200721:0906,493.42,46.56,24.24,2.97,0
20200721:1006,651.21,59.96,24.63,2.41,0
20200721:1106,625.55,71.62,26.44,2.21,0
20200721:1206,644.66,76.05,28.21,1.86,0
20200721:1306,244.62,68.23,26.61,1.72,0
20200721:1406,566.94,55.73,25.83,2.55,0
20200721:1506,492.3,42.11,26.08,2.9,0
20200721:1606,293.75,28.15,26.88,2.48,0
20200721:1706,170.93,14.11,26.24,2.28,0
20200721:1806,0,0,25.62,2.48,0
20200721:1906,0,0,24.22,1.52,0
20200721:2006,0,0,23.77,1.38,0
20200721:2106,0,0,23.56,1.38,0
20200721:2206,0,0,23.26,1.38,0
20200721:2306,0,0,23.14,1.24,0
20200722:0006,0,0,23.02,1.03,0
20200722:0106,0,0,22.88,1.1,0
20200722:0206,0,0,22.76,1.1,0
20200722:0306,0,0,22.66,1.17,0
20200722:0406,0,0,22.49,1.24,0
20200722:0506,0,0,22.63,1.17,0
20200722:0606,9.98,4.58,22.54,1.24,0
20200722:0706,97.52,18.63,23.28,1.93,0
20200722:0806,283.62,32.68,24.38,2,0
20200722:0906,301.6,46.59,25.58,1.79,0
20200722:1006,233.64,60.02,27.02,1.79,0
20200722:1106,156.76,71.76,28.23,2.21,0
20200722:1206,469.2,76.24,27.79,2.28,0
20200722:1306,566.22,68.35,27.65,2.34,0
20200722:1406,613.53,55.8,27.89,2.48,0
20200722:1506,518.43,42.15,26.82,2.55,0
20200722:1606,278.4,28.18,26.63,2.62,0
20200722:1706,166.54,14.11,25.99,2.48,0
20200722:1806,0,0,25.36,2.34,0
20200722:1906,0,0,24.9,2.07,0
20200722:2006,0,0,24.47,2,0
20200722:2106,0,0,24.17,1.93,0
20200722:2206,0,0,23.88,2.07,0
20200722:2306,0,0,23.68,2,0
20200723:0006,0,0,23.53,1.79,0
20200723:0106,0,0,23.33,1.66,0
20200723:0206,0,0,23.22,1.52,0
20200723:0306,0,0,23.26,1.52,0
20200723:0406,0,0,23.2,1.72,0
20200723:0506,0,0,23.2,1.86,0
20200723:0606,24.41,4.55,23.18,1.86,0
20200723:0706,154.49,18.62,23.84,2.9,0
20200723:0806,216.55,32.69,24.71,3.17,0
20200723:0906,265.23,46.62,25.82,3.03,0
20200723:1006,372.58,60.09,26.95,3.03,0
20200723:1106,475.61,71.89,27.32,2.97,0
20200723:1206,793.27,76.44,28.04,2.9,0
20200723:1306,750.97,68.48,28.76,3.24,0
20200723:1406,484.23,55.87,28.34,3.45,0
20200723:1506,626.06,42.19,27.43,3.31,0
20200723:1606,404.47,28.2,26.87,3.1,0
20200723:1706,141,14.12,26.25,2.9,0
20200723:1806,0,0,25.54,2.48,0
20200723:1906,0,0,24.79,2,0
20200723:2006,0,0,24.42,1.86,0
20200723:2106,0,0,24.07,1.86,0
20200723:2206,0,0,23.75,1.79,0
20200723:2306,0,0,23.53,1.72,0
20200724:0006,0,0,23.34,1.66,0
20200724:0106,0,0,23.15,1.66,0
20200724:0206,0,0,23.02,1.59,0
20200724:0306,0,0,22.91,1.52,0
20200724:0406,0,0,22.92,1.59,0
20200724:0506,0,0,22.8,1.66,0
20200724:0606,25.62,4.53,22.86,1.72,0
20200724:0706,190.85,18.61,23.9,2.83,0
20200724:0806,430.54,32.7,24.98,3.1,0
20200724:0906,237.52,46.66,26.39,3.17,0
20200724:1006,169.74,60.16,26.99,3.03,0
20200724:1106,683.17,72.04,27.82,2.83,0
20200724:1206,613.01,76.65,28.53,2.55,0
20200724:1306,853.69,68.61,28.23,2.62,0
20200724:1406,669.82,55.95,27.44,2.41,0
20200724:1506,601.43,42.24,27.81,2.69,0
20200724:1606,331.51,28.21,27.49,2.76,0
20200724:1706,156.84,14.11,26.58,2.62,0
20200724:1806,0,0,25.76,2.48,0
20200724:1906,0,0,25.03,2.34,0
20200724:2006,0,0,24.52,2.21,0
20200724:2106,0,0,24.18,2.07,0
20200724:2206,0,0,23.85,2.14,0
20200724:2306,0,0,23.65,2.14,0
20200725:0006,0,0,23.4,2.14,0
20200725:0106,0,0,23.24,2.21,0
20200725:0206,0,0,23.22,2.21,0
20200725:0306,0,0,23.09,2.07,0
20200725:0406,0,0,23.09,2.07,0
20200725:0506,0,0,22.98,2.07,0
20200725:0606,23.37,4.5,22.85,2,0
20200725:0706,150.26,18.6,23.73,3.59,0
20200725:0806,267.1,32.71,24.63,3.59,0
20200725:0906,423.64,46.69,25.88,3.31,0
20200725:1006,573.36,60.24,26.59,3.1,0
20200725:1106,747.72,72.18,27.92,2.9,0
20200725:1206,676,76.85,28.44,2.62,0
20200725:1306,919.22,68.73,28.82,2.48,0
20200725:1406,690.33,56.02,29.15,2.48,0
20200725:1506,626.71,42.27,29.09,2.83,0
20200725:1606,388.87,28.23,28.38,2.76,0
20200725:1706,163.36,14.11,27.38,2.62,0
20200725:1806,0,0,26.27,2.62,0
20200725:1906,0,0,25.21,2.55,0
20200725:2006,0,0,24.54,2.28,0
20200725:2106,0,0,23.99,2.07,0
20200725:2206,0,0,23.61,2,0
20200725:2306,0,0,23.32,2,0
20200726:0006,0,0,23.06,2,0
20200726:0106,0,0,23,2.07,0
20200726:0206,0,0,22.9,2.07,0
20200726:0306,0,0,22.92,2.14,0
20200726:0406,0,0,22.83,2.07,0
20200726:0506,0,0,22.68,2.07,0
20200726:0606,23.26,4.48,22.62,2.07,0
20200726:0706,54.92,18.59,23.53,2.76,0
20200726:0806,289.29,32.72,24.32,3.31,0
20200726:0906,313.37,46.73,25.75,2.83,0
20200726:1006,312.31,60.32,27.07,2.21,0
20200726:1106,413.71,72.33,27.33,1.86,0
20200726:1206,451.5,77.07,27.61,1.93,0
20200726:1306,689.94,68.86,27.56,2.41,0
20200726:1406,270.55,56.08,27.83,2.76,0
20200726:1506,524.92,42.31,28.36,2.76,0
20200726:1606,385.27,28.24,27.86,2.9,0
20200726:1706,123.36,14.11,26.67,2.76,0
20200726:1806,0,0,25.84,2.07,0
20200726:1906,0,0,24.85,1.93,0
20200726:2006,0,0,24.48,2.14,0
20200726:2106,0,0,24.2,2.14,0
20200726:2206,0,0,23.85,2.21,0
20200726:2306,0,0,23.59,2.21,0
20200727:0006,0,0,23.28,2.28,0
20200727:0106,0,0,23.1,2.28,0
20200727:0206,0,0,22.92,2.07,0
20200727:0306,0,0,22.86,1.86,0
20200727:0406,0,0,22.92,1.86,0
20200727:0506,0,0,22.97,1.79,0
20200727:0606,23.26,4.46,22.72,1.72,0
20200727:0706,211.82,18.59,23.58,2.55,0
20200727:0806,392.66,32.74,24.68,3.24,0
20200727:0906,403.95,46.77,26.38,3.1,0
20200727:1006,579.27,60.4,27.46,2.62,0
20200727:1106,203.69,72.49,27.35,2.41,0
20200727:1206,758.92,77.29,27.89,2.48,0
20200727:1306,297.52,68.98,28.09,2.55,0
20200727:1406,345.21,56.15,28.22,2.9,0
20200727:1506,440.74,42.34,27.6,3.03,0
20200727:1606,287.53,28.25,26.71,3.03,0
20200727:1706,148.83,14.1,26.31,3.17,0
20200727:1806,0,0,25.52,2.76,0
20200727:1906,0,0,24.77,2.76,0
20200727:2006,0,0,24.3,2.76,0
20200727:2106,0,0,23.98,2.62,0
20200727:2206,0,0,23.76,2.55,0
20200727:2306,0,0,23.57,2.48,0
20200728:0006,0,0,23.39,2.48,0
20200728:0106,0,0,23.25,2.41,0
20200728:0206,0,0,23.15,2.34,0
20200728:0306,0,0,23.07,2.14,0
20200728:0406,0,0,22.95,2,0
20200728:0506,0,0,23.04,1.93,0
20200728:0606,24.39,4.44,23.07,1.93,0
20200728:0706,209.85,18.59,23.56,2.62,0
20200728:0806,428.09,32.76,24.37,3.31,0
20200728:0906,368.66,46.82,24.93,3.1,0
20200728:1006,322.26,60.48,25.57,2.97,0
20200728:1106,435.44,72.65,26.15,2.9,0
20200728:1206,570.47,77.51,26.29,2.97,0
20200728:1306,247.62,69.11,27.01,3.03,0
20200728:1406,323.35,56.22,27.1,3.03,0
20200728:1506,268.39,42.37,27.12,3.1,0
20200728:1606,345.53,28.26,26.95,3.1,0
20200728:1706,159.15,14.09,26.41,2.97,0
20200728:1806,0,0,25.43,2.76,0
20200728:1906,0,0,24.53,2.14,0
20200728:2006,0,0,23.93,2,0
20200728:2106,0,0,23.45,1.79,0
20200728:2206,0,0,23.06,1.66,0
20200728:2306,0,0,22.91,1.59,0
20200729:0006,0,0,22.66,1.59,0
20200729:0106,0,0,22.35,1.59,0
20200729:0206,0,0,22.19,1.59,0
20200729:0306,0,0,22.12,1.59,0
20200729:0406,0,0,22,1.52,0
20200729:0506,0,0,21.96,1.45,0
20200729:0606,24.66,4.42,21.87,1.45,0
20200729:0706,219.55,18.59,23.05,2.28,0
20200729:0806,428.72,32.78,24.51,2.62,0
20200729:0906,541.28,46.87,26,2.41,0
20200729:1006,738.27,60.57,26.9,2.07,0
20200729:1106,614.02,72.81,27.15,2.14,0
20200729:1206,870.21,77.74,27.69,2.21,0
20200729:1306,727.25,69.23,28.15,2.14,0
20200729:1406,756.98,56.28,27.8,2.41,0
20200729:1506,595.21,42.4,28.05,2.62,0
20200729:1606,395.61,28.27,27.22,2.83,0
20200729:1706,167.68,14.07,26.29,2.83,0
20200729:1806,0,0,25.48,2.55,0
20200729:1906,0,0,24.73,2.34,0
20200729:2006,0,0,24.13,2.21,0
20200729:2106,0,0,23.65,2.07,0
20200729:2206,0,0,23.38,2,0
20200729:2306,0,0,23.02,1.86,0
20200730:0006,0,0,22.79,1.72,0
20200730:0106,0,0,22.57,1.66,0
20200730:0206,0,0,22.65,1.66,0
20200730:0306,0,0,22.7,1.72,0
20200730:0406,0,0,22.64,1.66,0
20200730:0506,0,0,22.76,1.52,0
20200730:0606,24.58,4.4,22.69,1.59,0
20200730:0706,222.53,18.59,23.34,2.14,0
20200730:0806,428.72,32.81,24.3,2.9,0
20200730:0906,576.56,46.92,25.82,2.62,0
20200730:1006,667.9,60.66,26.65,2.28,0
20200730:1106,754.48,72.97,27.19,2.21,0
20200730:1206,827.46,77.97,27.47,2.28,0
20200730:1306,579.53,69.36,28.19,2.41,0
20200730:1406,749.48,56.34,28.52,2.55,0
20200730:1506,553.87,42.43,28.31,2.69,0
20200730:1606,354.58,28.27,27.01,2.69,0
20200730:1706,159.43,14.05,26.34,2.9,0
20200730:1806,0,0,25.52,2.9,0
20200730:1906,0,0,24.9,2.76,0
20200730:2006,0,0,24.36,2.62,0
20200730:2106,0,0,23.92,2.55,0
20200730:2206,0,0,23.58,2.48,0
20200730:2306,0,0,23.33,2.34,0
20200731:0006,0,0,23.21,2.21,0
20200731:0106,0,0,23.11,2.14,0
20200731:0206,0,0,22.99,2,0
20200731:0306,0,0,23.13,1.93,0
20200731:0406,0,0,23.14,1.86,0
20200731:0506,0,0,23.2,1.79,0
20200731:0606,18.15,4.39,23.13,1.79,0
20200731:0706,77.88,18.6,22.96,1.59,0
20200731:0806,198.18,32.83,23.38,2.48,0
20200731:0906,223.6,46.97,23.91,3.38,0
20200731:1006,199.69,60.75,24.91,3.03,0
20200731:1106,157.76,73.14,25.79,3.38,0
20200731:1206,86.87,78.2,26.16,3.31,0
20200731:1306,376.2,69.48,26.28,3.31,0
20200731:1406,420.59,56.4,25.51,2.83,0
20200731:1506,346.71,42.45,25.79,3.24,0
20200731:1606,116.82,28.27,25.66,3.1,0
20200731:1706,98.39,14.03,25.26,2.97,0
20200731:1806,0,0,24.74,2.83,0
20200731:1906,0,0,24.5,2.14,0
20200731:2006,0,0,24.14,2.14,0
20200731:2106,0,0,23.91,2.14,0
20200731:2206,0,0,23.68,2.07,0
20200731:2306,0,0,23.5,2,0
20200801:0006,0,0,23.4,2,0
20200801:0106,0,0,23.35,2.14,0
20200801:0206,0,0,23.29,2,0
20200801:0306,0,0,23.23,2,0
20200801:0406,0,0,23.24,2,0
20200801:0506,0,0,23.23,2,0
20200801:0606,17.17,4.38,23.2,1.86,0
20200801:0706,147.16,18.61,23.53,2,0
20200801:0806,263.67,32.86,23.89,2.21,0
20200801:0906,518.37,47.02,24.73,2.9,0
20200801:1006,709.61,60.84,25.55,2.9,0
20200801:1106,728.54,73.32,26.5,2.9,0
20200801:1206,750.47,78.44,27.04,2.9,0
20200801:1306,831.34,69.6,27.71,3.1,0
20200801:1406,396.89,56.45,27.69,3.1,0
20200801:1506,569.97,42.47,27.76,3.17,0
20200801:1606,389.73,28.27,27.33,3.31,0
20200801:1706,166.32,14.01,26.58,3.17,0
20200801:1806,0,0,25.52,2.83,0
20200801:1906,0,0,24.57,2.21,0
20200801:2006,0,0,23.88,2.07,0
20200801:2106,0,0,23.37,2.07,0
20200801:2206,0,0,22.96,2.14,0
20200801:2306,0,0,22.68,2.07,0
20200802:0006,0,0,22.57,1.93,0
20200802:0106,0,0,22.58,1.72,0
20200802:0206,0,0,22.57,1.45,0
20200802:0306,0,0,22.5,1.38,0
20200802:0406,0,0,22.6,1.59,0
20200802:0506,0,0,22.35,1.93,0
20200802:0606,24.73,4.36,22.35,1.93,0
20200802:0706,203.52,18.62,23.08,2.76,0
20200802:0806,439.28,32.89,23.89,3.31,0
20200802:0906,550.35,47.08,25.75,3.1,0
20200802:1006,693.9,60.94,26.73,2.69,0
20200802:1106,685.62,73.49,27.18,2.34,0
20200802:1206,608.99,78.69,28.08,2.28,0
20200802:1306,474.41,69.72,28.48,2,0
20200802:1406,477.99,56.51,28.53,2.14,0
20200802:1506,314.13,42.49,29.01,2.34,0
20200802:1606,353.22,28.26,28.67,2.55,0
