time,G(i),H_sun,T2m,WS10m,Int
20200612:1906,0,0,24.18,1.79,0
20200612:2006,0,0,24.13,1.86,0
20200612:2106,0,0,24.07,1.86,0
20200612:2206,0,0,23.94,1.86,0
20200612:2306,0,0,23.91,1.72,0
20200613:0006,0,0,23.9,1.52,0
20200613:0106,0,0,23.71,1.24,0
20200613:0206,0,0,23.37,0.97,0
20200613:0306,0,0,23.39,0.48,0
20200613:0406,0,0,23.94,0.21,0
20200613:0506,0,0,23.36,0.34,0
20200613:0606,22.96,6.32,23.65,0.41,0
20200613:0706,154.89,20.1,24.55,0.41,0
20200613:0806,399.84,33.84,24.86,0.69,0
20200613:0906,618.41,47.33,25.8,1.17,0
20200613:1006,386.19,60.08,26.15,1.45,0
20200613:1106,485.98,70.44,27.28,1.52,0
20200613:1206,519.74,73.09,26.67,1.52,0
20200613:1306,854.62,65.4,27.25,2,0
20200613:1406,737.08,53.41,27.28,1.52,0
20200613:1506,242.41,40.17,26.37,1.03,0
20200613:1606,145.65,26.51,26.49,1.45,0
20200613:1706,143.97,12.73,25.92,1.24,0
20200613:1806,0,0,24.98,1.03,0
20200613:1906,0,0,25.46,1.31,0
20200613:2006,0,0,25.18,1.52,0
20200613:2106,0,0,24.92,1.52,0
20200613:2206,0,0,24.78,1.59,0
20200613:2306,0,0,24.52,1.59,0
20200614:0006,0,0,24.36,1.52,0
20200614:0106,0,0,24.21,1.38,0
20200614:0206,0,0,24.05,1.31,0
20200614:0306,0,0,23.89,1.38,0
20200614:0406,0,0,23.79,1.45,0
20200614:0506,0,0,23.71,1.31,0
20200614:0606,38.98,6.28,23.75,1.03,0
20200614:0706,171.31,20.05,24.57,1.52,0
20200614:0806,424.5,33.78,25.88,1.93,0
20200614:0906,509.31,47.27,26.83,1.93,0
20200614:1006,473.48,60.01,27.66,1.79,0
20200614:1106,874.64,70.37,28.8,1.66,0
20200614:1206,766.72,73.05,29.34,1.52,0
20200614:1306,614.29,65.4,29.54,1.59,0
20200614:1406,68.89,53.43,27.33,2.14,0
20200614:1506,58.91,40.2,25.92,2.07,0
20200614:1606,50.92,26.55,26.05,1.79,0
20200614:1706,73.54,12.78,26.17,1.86,0
20200614:1806,0,0,25.73,1.45,0
20200614:1906,0,0,25.42,1.79,0
20200614:2006,0,0,25.2,2,0
20200614:2106,0,0,25.12,1.79,0
20200614:2206,0,0,24.88,1.52,0
20200614:2306,0,0,24.79,1.45,0
20200615:0006,0,0,24.52,1.38,0
20200615:0106,0,0,24.45,1.38,0
20200615:0206,0,0,24.28,1.45,0
20200615:0306,0,0,24.16,1.38,0
20200615:0406,0,0,24.21,1.45,0
20200615:0506,0,0,23.96,1.45,0
20200615:0606,24.43,6.24,23.9,0.9,0
20200615:0706,32.95,20,24.86,0.9,0
20200615:0806,52.92,33.73,25.8,1.52,0
20200615:0906,171.74,47.21,27.18,1.66,0
20200615:1006,214.67,59.95,27.76,1.72,0
20200615:1106,750.15,70.3,28.78,1.86,0
20200615:1206,739.21,73.02,29.04,1.79,0
20200615:1306,332.32,65.41,29.44,1.66,0
20200615:1406,290.42,53.46,29.49,1.66,0
20200615:1506,263.19,40.24,29.18,1.79,0
20200615:1606,234.65,26.59,29.12,1.86,0
20200615:1706,88.97,12.83,28.43,1.59,0
20200615:1806,0,0,27.61,1.66,0
20200615:1906,0,0,26.82,1.66,0
20200615:2006,0,0,26.38,1.59,0
20200615:2106,0,0,26.04,1.52,0
20200615:2206,0,0,25.68,1.45,0
20200615:2306,0,0,25.45,1.52,0
20200616:0006,0,0,25.17,1.66,0
20200616:0106,0,0,24.98,1.79,0
20200616:0206,0,0,24.78,1.86,0
20200616:0306,0,0,24.67,1.79,0
20200616:0406,0,0,24.68,1.66,0
20200616:0506,0,0,24.56,1.59,0
20200616:0606,41.13,6.19,24.48,1.45,0
20200616:0706,210.53,19.95,25.74,3.17,0
20200616:0806,358.73,33.68,27.02,2.83,0
20200616:0906,513.63,47.15,28.23,2.55,0
20200616:1006,555.97,59.89,28.86,2.28,0
20200616:1106,507.3,70.24,29.08,2.48,0
20200616:1206,697.58,72.99,29.9,2.34,0
20200616:1306,729.58,65.42,29.82,2.41,0
20200616:1406,590.8,53.49,29.49,2.55,0
20200616:1506,344.66,40.28,28.73,2.21,0
20200616:1606,322.45,26.64,28.25,2.21,0
20200616:1706,137.14,12.87,27.8,2,0
20200616:1806,0,0,27.42,1.93,0
20200616:1906,0,0,27.01,2.41,0
20200616:2006,0,0,26.63,2.14,0
20200616:2106,0,0,26.39,2.07,0
20200616:2206,0,0,26.09,2.07,0
20200616:2306,0,0,25.78,2.07,0
20200617:0006,0,0,25.58,2.07,0
20200617:0106,0,0,25.4,1.86,0
20200617:0206,0,0,25.38,1.79,0
20200617:0306,0,0,25.41,1.79,0
20200617:0406,0,0,25.51,1.86,0
20200617:0506,0,0,25.44,1.86,0
20200617:0606,32.25,6.15,25.39,1.79,0
20200617:0706,208.67,19.9,25.8,3.24,0
20200617:0806,226.25,33.62,26.73,3.72,0
20200617:0906,597.44,47.1,27.61,3.59,0
20200617:1006,298.39,59.83,28.04,3.31,0
20200617:1106,576.64,70.19,27.95,2.97,0
20200617:1206,421.58,72.97,25.75,1.86,0
20200617:1306,762.59,65.44,25.26,2.34,0
20200617:1406,549.59,53.52,25.67,2.55,0
20200617:1506,238.42,40.32,26.61,2.76,0
20200617:1606,32.95,26.68,26.41,2.9,0
20200617:1706,119.54,12.92,26.15,2.83,0
20200617:1806,0,0,25.57,2.34,0
20200617:1906,0,0,25.09,1.45,0
20200617:2006,0,0,24.79,1.45,0
20200617:2106,0,0,24.31,1.72,0
20200617:2206,0,0,24.07,1.79,0
20200617:2306,0,0,24.04,1.72,0
20200618:0006,0,0,24,1.52,0
20200618:0106,0,0,24.09,1.45,0
20200618:0206,0,0,24.09,1.45,0
20200618:0306,0,0,23.96,1.31,0
20200618:0406,0,0,23.87,1.38,0
20200618:0506,0,0,23.74,1.52,0
20200618:0606,13.98,6.1,23.98,1.38,0
20200618:0706,62.9,19.85,24.51,1.38,0
20200618:0806,87.86,33.57,25.07,1.86,0
20200618:0906,111.83,47.04,25.41,1.93,0
20200618:1006,276.53,59.77,26.17,2.07,0
20200618:1106,82.87,70.14,27.15,2.34,0
20200618:1206,83.87,72.96,26.94,2.83,0
20200618:1306,186.71,65.46,25.29,1.79,0
20200618:1406,78.88,53.56,24.89,1.66,0
20200618:1506,106.84,40.36,25.19,2.28,0
20200618:1606,76.88,26.73,24.79,2.21,0
20200618:1706,49.92,12.97,24.36,2.34,0
20200618:1806,0,0,24.18,2.07,0
20200618:1906,0,0,23.96,1.79,0
20200618:2006,0,0,23.93,1.38,0
20200618:2106,0,0,23.8,0.55,0
20200618:2206,0,0,23.6,0.69,0
20200618:2306,0,0,23.53,0.55,0
20200619:0006,0,0,23.68,0.97,0
20200619:0106,0,0,23.62,1.1,0
20200619:0206,0,0,23.66,0.97,0
20200619:0306,0,0,23.56,1.03,0
20200619:0406,0,0,23.65,1.1,0
20200619:0506,0,0,23.41,1.03,0
20200619:0606,41.61,6.05,23.41,1.17,0
20200619:0706,156.43,19.8,24.24,1.24,0
20200619:0806,391.37,33.52,25.26,1.17,0
20200619:0906,441.45,46.99,26.63,1.1,0
20200619:1006,408.56,59.72,27.22,1.59,0
20200619:1106,198.69,70.1,25.2,1.17,0
20200619:1206,913.69,72.95,25.15,1.17,0
20200619:1306,285.53,65.49,26.05,1.03,0
20200619:1406,352.86,53.6,27.62,1.52,0
20200619:1506,496.08,40.4,27.87,1.79,0
20200619:1606,364.99,26.78,28.06,2.07,0
20200619:1706,137.26,13.02,27.65,1.86,0
20200619:1806,0,0,26.69,1.59,0
20200619:1906,0,0,25.94,1.59,0
20200619:2006,0,0,25.41,1.72,0
20200619:2106,0,0,25.11,1.66,0
20200619:2206,0,0,24.76,1.59,0
20200619:2306,0,0,24.5,1.45,0
20200620:0006,0,0,24.22,1.38,0
20200620:0106,0,0,24.14,1.45,0
20200620:0206,0,0,24.03,1.52,0
20200620:0306,0,0,24.04,1.45,0
20200620:0406,0,0,24.2,1.38,0
20200620:0506,0,0,24.07,1.45,0
20200620:0606,39.53,6.01,24.04,1.45,0
20200620:0706,201.72,19.76,24.81,2.76,0
20200620:0806,436.57,33.47,25.96,2.76,0
20200620:0906,615.58,46.94,27.49,2.55,0
20200620:1006,693.17,59.67,28.5,2.21,0
20200620:1106,600.46,70.06,29.39,1.86,0
20200620:1206,628.81,72.95,30.29,1.59,0
20200620:1306,701.97,65.52,30.86,1.38,0
20200620:1406,336.03,53.64,30.88,1.1,0
20200620:1506,289.82,40.45,30.38,1.17,0
20200620:1606,173.35,26.82,29.77,1.86,0
20200620:1706,35.94,13.07,27.66,1.93,0
20200620:1806,0,0,27.02,2.14,0
20200620:1906,0,0,25.15,1.93,0
20200620:2006,0,0,24.83,2.28,0
20200620:2106,0,0,24.56,2,0
20200620:2206,0,0,24.49,1.79,0
20200620:2306,0,0,24.33,1.66,0
20200621:0006,0,0,24.2,1.59,0
20200621:0106,0,0,24.16,1.66,0
20200621:0206,0,0,24.22,1.72,0
20200621:0306,0,0,24.21,1.72,0
20200621:0406,0,0,24.29,1.52,0
20200621:0506,0,0,24.31,1.45,0
20200621:0606,20.97,5.96,24.32,1.31,0
20200621:0706,198.56,19.71,24.44,1.72,0
20200621:0806,400.96,33.42,25.34,1.86,0
20200621:0906,439.5,46.89,26.33,1.66,0
20200621:1006,666.6,59.63,27.8,1.66,0
20200621:1106,575.61,70.03,27.16,1.52,0
20200621:1206,713.51,72.96,25.52,1.52,0
20200621:1306,861.67,65.55,25.56,1.93,0
20200621:1406,683.79,53.68,25.46,1.86,0
20200621:1506,561.07,40.5,26.07,2.07,0
20200621:1606,346.61,26.87,25.88,2,0
20200621:1706,24.96,13.12,25.26,1.72,0
20200621:1806,0,0,24.69,1.86,0
20200621:1906,0,0,24.12,1.86,0
20200621:2006,0,0,23.85,1.72,0
20200621:2106,0,0,23.75,1.66,0
20200621:2206,0,0,23.71,1.59,0
20200621:2306,0,0,23.61,1.52,0
20200622:0006,0,0,23.51,1.38,0
20200622:0106,0,0,23.46,1.24,0
20200622:0206,0,0,23.47,1.45,0
20200622:0306,0,0,23.47,1.38,0
20200622:0406,0,0,23.51,1.31,0
20200622:0506,0,0,23.46,1.17,0
20200622:0606,20.97,5.91,23.53,1.24,0
20200622:0706,26.96,19.66,24.15,2.14,0
20200622:0806,42.93,33.38,24.49,1.45,0
20200622:0906,60.91,46.85,25.23,1.45,0
20200622:1006,73.89,59.59,26.75,1.93,0
20200622:1106,87.86,70,25.2,1.79,0
20200622:1206,120.81,72.97,26.44,2.69,0
20200622:1306,95.85,65.59,27.06,2.9,0
20200622:1406,168.74,53.73,27.95,3.1,0
20200622:1506,93.86,40.54,27.62,3.24,0
20200622:1606,46.93,26.92,26.63,2.9,0
20200622:1706,48.92,13.17,25.77,1.79,0
20200622:1806,0,0,25.31,1.52,0
20200622:1906,0,0,24.24,1.66,0
20200622:2006,0,0,23.99,1.79,0
20200622:2106,0,0,23.91,1.72,0
20200622:2206,0,0,23.92,1.59,0
20200622:2306,0,0,23.81,1.59,0
20200623:0006,0,0,23.67,1.52,0
20200623:0106,0,0,23.54,1.31,0
20200623:0206,0,0,23.42,1.17,0
20200623:0306,0,0,23.32,1.1,0
20200623:0406,0,0,23.21,1.1,0
20200623:0506,0,0,23.07,1.24,0
20200623:0606,27.78,5.86,22.95,1.24,0
20200623:0706,215.05,19.61,24.02,1.72,0
20200623:0806,440.43,33.33,25.45,2.34,0
20200623:0906,468.04,46.8,26.8,1.86,0
20200623:1006,694.02,59.55,27.84,1.38,0
20200623:1106,869.39,69.98,28.67,1.31,0
20200623:1206,769.24,72.99,29.53,1.45,0
20200623:1306,554.39,65.63,27.75,1.1,0
20200623:1406,475.33,53.77,26.98,2.41,0
20200623:1506,461.17,40.59,25.69,2,0
20200623:1606,354.16,26.97,25.33,2.14,0
20200623:1706,148.84,13.22,25.52,2.14,0
20200623:1806,0,0,25.32,1.72,0
20200623:1906,0,0,25.24,1.79,0
20200623:2006,0,0,24.94,1.72,0
20200623:2106,0,0,24.72,1.59,0
20200623:2206,0,0,24.47,1.59,0
20200623:2306,0,0,24.22,1.59,0
20200624:0006,0,0,24.1,1.38,0
20200624:0106,0,0,23.86,1.38,0
20200624:0206,0,0,23.71,1.38,0
20200624:0306,0,0,23.76,1.31,0
20200624:0406,0,0,23.53,1.31,0
20200624:0506,0,0,23.43,1.24,0
20200624:0606,32.52,5.81,23.46,1.03,0
20200624:0706,165.5,19.56,24.63,2.21,0
20200624:0806,432.95,33.28,25.94,2.48,0
20200624:0906,637.31,46.76,27.14,2.21,0
20200624:1006,660.22,59.52,28.04,1.86,0
20200624:1106,587.12,69.97,28.74,2,0
20200624:1206,576.89,73.01,29.25,2.28,0
20200624:1306,521.36,65.68,29.22,2.48,0
20200624:1406,523.73,53.82,29.77,2.62,0
20200624:1506,424.92,40.64,26.61,2.07,0
20200624:1606,292.86,27.02,26.99,2,0
20200624:1706,112.6,13.26,26.95,2.34,0
20200624:1806,0,0,26.44,2,0
20200624:1906,0,0,25.81,1.86,0
20200624:2006,0,0,25.46,1.86,0
20200624:2106,0,0,25.18,1.79,0
20200624:2206,0,0,25.01,1.72,0
20200624:2306,0,0,24.8,1.66,0
20200625:0006,0,0,24.61,1.66,0
20200625:0106,0,0,24.5,1.59,0
20200625:0206,0,0,24.32,1.59,0
20200625:0306,0,0,24.18,1.52,0
20200625:0406,0,0,24.01,1.45,0
20200625:0506,0,0,23.94,1.45,0
20200625:0606,31.13,5.76,23.9,1.45,0
20200625:0706,180.31,19.51,24.77,2.41,0
20200625:0806,351.04,33.24,25.71,2.9,0
20200625:0906,573.33,46.72,27.05,2.83,0
20200625:1006,660.22,59.48,28.06,2.76,0
20200625:1106,718.31,69.96,28.85,2.62,0
20200625:1206,413.69,73.04,29.07,2.69,0
20200625:1306,786.31,65.73,27.52,2.28,0
20200625:1406,751.14,53.88,28.42,2.69,0
20200625:1506,539.68,40.69,28.61,2.07,0
20200625:1606,305.1,27.07,27.1,1.66,0
20200625:1706,125.36,13.31,25.58,1.38,0
20200625:1806,0,0,25.5,1.52,0
20200625:1906,0,0,25.98,2.14,0
20200625:2006,0,0,25.67,2.14,0
20200625:2106,0,0,25.41,2,0
20200625:2206,0,0,25.11,1.93,0
20200625:2306,0,0,24.95,1.79,0
20200626:0006,0,0,24.76,1.59,0
20200626:0106,0,0,24.4,1.66,0
20200626:0206,0,0,24.23,1.93,0
20200626:0306,0,0,24.08,1.66,0
20200626:0406,0,0,23.96,1.52,0
20200626:0506,0,0,23.83,1.52,0
20200626:0606,30.58,5.71,23.87,1.52,0
20200626:0706,204.77,19.47,24.93,3.38,0
20200626:0806,376.74,33.2,25.89,3.52,0
20200626:0906,539.89,46.68,27.45,3.45,0
20200626:1006,724.05,59.46,28.15,3.24,0
20200626:1106,603.4,69.95,28.86,3.03,0
20200626:1206,905.38,73.08,29.32,2.9,0
20200626:1306,529.2,65.78,29.05,3.03,0
20200626:1406,510.29,53.93,28.85,3.24,0
20200626:1506,540.78,40.75,28.49,3.31,0
20200626:1606,316.38,27.12,27.98,3.31,0
20200626:1706,38.94,13.36,27.28,3.03,0
20200626:1806,0,0,26.6,2.83,0
20200626:1906,0,0,25.83,2.55,0
20200626:2006,0,0,25.38,2.34,0
20200626:2106,0,0,25.05,2.07,0
20200626:2206,0,0,24.94,2,0
20200626:2306,0,0,24.73,2,0
20200627:0006,0,0,24.52,2,0
20200627:0106,0,0,24.38,1.93,0
20200627:0206,0,0,24.27,1.93,0
20200627:0306,0,0,24.19,1.93,0
20200627:0406,0,0,24.15,1.86,0
20200627:0506,0,0,24.07,1.93,0
20200627:0606,34.1,5.66,24.07,1.93,0
20200627:0706,206.43,19.42,24.95,2.48,0
20200627:0806,425.15,33.15,26.22,3.45,0
20200627:0906,627.41,46.65,27.36,3.31,0
20200627:1006,661.96,59.43,28.03,3.17,0
20200627:1106,542.97,69.95,28.76,2.9,0
20200627:1206,542.04,73.13,28.72,2.76,0
20200627:1306,852.44,65.84,25.97,1.79,0
20200627:1406,567.03,53.99,25.44,1.66,0
20200627:1506,488.8,40.8,25.9,2.41,0
20200627:1606,215.46,27.17,26.08,2.62,0
20200627:1706,127.31,13.4,25.91,2.55,0
20200627:1806,0,0,25.42,2.28,0
20200627:1906,0,0,24.86,2,0
20200627:2006,0,0,24.65,2,0
20200627:2106,0,0,24.48,2.07,0
20200627:2206,0,0,24.4,1.93,0
20200627:2306,0,0,24.21,2,0
20200628:0006,0,0,23.98,2,0
20200628:0106,0,0,23.91,2.07,0
20200628:0206,0,0,23.79,1.86,0
20200628:0306,0,0,23.82,1.79,0
20200628:0406,0,0,23.72,1.52,0
20200628:0506,0,0,23.67,1.38,0
20200628:0606,30.52,5.61,23.7,1.66,0
20200628:0706,130.82,19.38,23.92,1.59,0
20200628:0806,215.56,33.11,24.59,1.79,0
20200628:0906,252.34,46.61,25.31,1.93,0
20200628:1006,301.34,59.41,26.09,2.34,0
20200628:1106,155.76,69.96,26.98,2.62,0
20200628:1206,83.87,73.18,27.93,2.69,0
20200628:1306,79.88,65.91,28.07,2.69,0
20200628:1406,103.84,54.05,26.72,2.48,0
20200628:1506,264.19,40.85,25.86,2.41,0
20200628:1606,232.92,27.22,25.34,2,0
20200628:1706,130,13.45,24.65,2.07,0
20200628:1806,0,0,24.07,1.93,0
20200628:1906,0,0,23.74,1.72,0
20200628:2006,0,0,23.54,2,0
20200628:2106,0,0,23.48,2.07,0
20200628:2206,0,0,23.47,2,0
20200628:2306,0,0,23.45,1.86,0
20200629:0006,0,0,23.4,1.86,0
20200629:0106,0,0,23.3,1.79,0
20200629:0206,0,0,23.29,1.66,0
20200629:0306,0,0,23.2,1.52,0
20200629:0406,0,0,23.32,1.45,0
20200629:0506,0,0,23.3,1.45,0
20200629:0606,29.4,5.56,23.19,1.38,0
20200629:0706,129,19.33,23.36,1.45,0
20200629:0806,201.99,33.07,23.66,2,0
20200629:0906,81.87,46.58,23.03,2.21,0
20200629:1006,73.89,59.4,23.19,1.72,0
20200629:1106,100.84,69.97,23.37,2.14,0
20200629:1206,197.7,73.23,23.28,2.21,0
20200629:1306,204.68,65.97,23.76,2,0
20200629:1406,247.59,54.11,23.34,2.55,0
20200629:1506,382.65,40.91,23.35,2.34,0
20200629:1606,175.36,27.27,23.27,2.34,0
20200629:1706,60.83,13.49,23.15,2.14,0
20200629:1806,0,0,23,1.86,0
20200629:1906,0,0,23.43,1.72,0
20200629:2006,0,0,23.44,1.72,0
20200629:2106,0,0,22.64,1.66,0
20200629:2206,0,0,22.44,1.66,0
20200629:2306,0,0,22.72,1.52,0
20200630:0006,0,0,22.91,1.38,0
20200630:0106,0,0,22.91,1.38,0
20200630:0206,0,0,22.91,1.52,0
20200630:0306,0,0,22.86,1.52,0
20200630:0406,0,0,22.88,1.38,0
20200630:0506,0,0,22.83,1.17,0
20200630:0606,26.31,5.51,22.79,1.17,0
20200630:0706,74.88,19.29,23.44,1.03,0
20200630:0806,169.54,33.04,23.81,1.1,0
20200630:0906,219.6,46.56,24.2,1.31,0
20200630:1006,157.76,59.38,24.61,1.24,0
20200630:1106,532.38,69.99,25.18,1.38,0
20200630:1206,187.71,73.3,25.44,1.45,0
20200630:1306,237.63,66.04,25.33,1.66,0
20200630:1406,382.45,54.17,24.12,1.59,0
20200630:1506,564.48,40.97,23.88,1.79,0
20200630:1606,313.74,27.32,23.77,1.45,0
20200630:1706,85.37,13.54,23.98,1.52,0
20200630:1806,0,0,23.75,1.66,0
20200630:1906,0,0,24.29,1.79,0
20200630:2006,0,0,24.1,1.66,0
20200630:2106,0,0,23.95,1.52,0
20200630:2206,0,0,23.84,1.38,0
20200630:2306,0,0,23.7,1.24,0
20200701:0006,0,0,23.56,1.38,0
20200701:0106,0,0,23.46,1.38,0
20200701:0206,0,0,23.42,1.31,0
20200701:0306,0,0,23.25,1.24,0
20200701:0406,0,0,23.15,1.17,0
20200701:0506,0,0,22.96,1.24,0
20200701:0606,21.2,5.46,22.91,1.17,0
20200701:0706,197.14,19.24,23.76,0.97,0
20200701:0806,321.98,33,24.91,2,0
20200701:0906,526.29,46.53,25.73,2.07,0
20200701:1006,346.86,59.37,26.37,2.14,0
20200701:1106,281.57,70.02,27.38,2.07,0
20200701:1206,498.21,73.37,27.78,1.93,0
20200701:1306,765.78,66.12,28.24,2,0
20200701:1406,257.58,54.24,28.13,2.14,0
20200701:1506,288.91,41.02,28.12,2.21,0
20200701:1606,252.28,27.37,27.84,2,0
20200701:1706,79.55,13.58,27.26,1.79,0
20200701:1806,0,0,26.43,1.93,0
20200701:1906,0,0,25.02,1.38,0
20200701:2006,0,0,24.62,1.52,0
20200701:2106,0,0,24.38,1.52,0
20200701:2206,0,0,24.04,1.59,0
20200701:2306,0,0,23.79,1.66,0
20200702:0006,0,0,23.56,1.59,0
20200702:0106,0,0,23.37,1.52,0
20200702:0206,0,0,23.24,1.45,0
20200702:0306,0,0,23.19,1.38,0
20200702:0406,0,0,23.33,1.31,0
20200702:0506,0,0,23.2,1.31,0
20200702:0606,25.14,5.41,23.14,1.31,0
20200702:0706,160.82,19.2,24.14,2.41,0
20200702:0806,324.66,32.97,25.42,2.07,0
20200702:0906,530.79,46.51,26.46,1.93,0
20200702:1006,791.19,59.37,27.57,2,0
20200702:1106,636.69,70.04,28.28,2.21,0
20200702:1206,759.2,73.44,28.46,2.34,0
20200702:1306,516.62,66.2,28.89,2.34,0
20200702:1406,500.76,54.3,28.94,2.34,0
20200702:1506,593.03,41.08,29.13,2.34,0
20200702:1606,384.5,27.41,27.38,2.34,0
20200702:1706,152.42,13.62,26.91,2.48,0
20200702:1806,0,0,26.23,2,0
20200702:1906,0,0,25.83,2.21,0
20200702:2006,0,0,25.3,2.14,0
20200702:2106,0,0,24.97,2.07,0
20200702:2206,0,0,24.72,1.93,0
20200702:2306,0,0,24.42,2,0
20200703:0006,0,0,24.21,2,0
20200703:0106,0,0,23.99,1.93,0
20200703:0206,0,0,24.01,1.93,0
20200703:0306,0,0,23.82,1.93,0
20200703:0406,0,0,23.77,1.79,0
20200703:0506,0,0,23.81,1.72,0
20200703:0606,12.98,5.36,23.72,1.66,0
20200703:0706,225.34,19.16,24.64,3.38,0
20200703:0806,431.52,32.93,25.73,3.59,0
20200703:0906,645.13,46.48,26.67,3.31,0
20200703:1006,770.34,59.37,27.68,3.03,0
20200703:1106,493.72,70.08,28.05,2.9,0
20200703:1206,734.69,73.53,28.43,2.97,0
20200703:1306,823.68,66.28,28.76,2.97,0
20200703:1406,649.46,54.37,29.08,3.17,0
20200703:1506,581.85,41.14,28.82,3.45,0
20200703:1606,362.45,27.46,27.79,3.24,0
20200703:1706,146.47,13.66,26.82,2.62,0
20200703:1806,0,0,26.14,2.83,0
20200703:1906,0,0,25.98,2.76,0
20200703:2006,0,0,25.43,2.69,0
20200703:2106,0,0,25.15,2.76,0
20200703:2206,0,0,24.87,2.62,0
20200703:2306,0,0,24.76,2.55,0
20200704:0006,0,0,24.63,2.62,0
20200704:0106,0,0,24.21,2.28,0
20200704:0206,0,0,23.65,1.86,0
20200704:0306,0,0,23.35,1.66,0
20200704:0406,0,0,23.14,1.79,0
20200704:0506,0,0,23.11,2.07,0
20200704:0606,13.98,5.32,23.05,2,0
20200704:0706,68.89,19.12,22.75,3.03,0
20200704:0806,67.9,32.9,22.79,2.62,0
20200704:0906,120.81,46.47,22.95,2.07,0
20200704:1006,82.87,59.37,23.16,1.72,0
20200704:1106,159.75,70.12,23.51,2,0
20200704:1206,94.85,73.62,23.6,2,0
20200704:1306,111.83,66.36,23.38,2.48,0
20200704:1406,146.77,54.44,23.42,2.41,0
20200704:1506,148.77,41.19,23.36,2.69,0
20200704:1606,129.76,27.51,23.36,2.55,0
20200704:1706,61.83,13.7,23.25,2.48,0
20200704:1806,0,0,23.15,2.21,0
20200704:1906,0,0,23.01,2.41,0
20200704:2006,0,0,22.96,2.07,0
20200704:2106,0,0,22.93,1.86,0
20200704:2206,0,0,22.87,1.79,0
20200704:2306,0,0,22.85,1.93,0
20200705:0006,0,0,22.79,1.86,0
20200705:0106,0,0,22.73,1.66,0
20200705:0206,0,0,22.68,1.45,0
20200705:0306,0,0,22.63,1.1,0
20200705:0406,0,0,22.52,0.97,0
20200705:0506,0,0,22.48,0.9,0
20200705:0606,24.13,5.27,22.41,1.17,0
20200705:0706,99.5,19.08,22.97,0.97,0
20200705:0806,327.2,32.87,23.9,0.97,0
20200705:0906,235.51,46.45,24.73,1.45,0
20200705:1006,411.48,59.37,25.3,1.59,0
20200705:1106,625.33,70.17,25.92,1.72,0
20200705:1206,704.43,73.71,26.3,1.45,0
20200705:1306,886.4,66.45,26.59,1.66,0
20200705:1406,553.01,54.51,26.54,1.52,0
20200705:1506,590.58,41.25,26.48,1.03,0
20200705:1606,329.12,27.56,26.96,1.86,0
20200705:1706,51.92,13.74,26.68,2.21,0
20200705:1806,0,0,25.92,1.79,0
20200705:1906,0,0,25.38,1.45,0
20200705:2006,0,0,24.94,1.45,0
20200705:2106,0,0,24.54,1.52,0
20200705:2206,0,0,24.34,1.38,0
20200705:2306,0,0,24.05,1.31,0
20200706:0006,0,0,23.7,1.38,0
20200706:0106,0,0,23.5,1.59,0
20200706:0206,0,0,23.31,1.86,0
20200706:0306,0,0,23.16,1.86,0
20200706:0406,0,0,23.07,1.86,0
20200706:0506,0,0,23.07,1.79,0
20200706:0606,19.97,5.22,23.05,1.59,0
20200706:0706,160.46,19.04,24.19,2.62,0
20200706:0806,288.74,32.84,25.38,2.62,0
20200706:0906,483.27,46.44,26.71,2.34,0
20200706:1006,222.66,59.38,27.92,2,0
20200706:1106,463.49,70.22,28.18,1.66,0
20200706:1206,895.73,73.81,29.33,1.59,0
20200706:1306,824.01,66.55,29.94,1.45,0
20200706:1406,625.88,54.58,29.8,1.52,0
20200706:1506,392.61,41.31,29.9,1.31,0
20200706:1606,288.75,27.6,27.8,1.86,0
20200706:1706,43.93,13.78,26.4,2,0
20200706:1806,0,0,25.73,2,0
20200706:1906,0,0,25.44,1.72,0
20200706:2006,0,0,25.01,1.66,0
20200706:2106,0,0,24.74,1.72,0
20200706:2206,0,0,24.58,1.79,0
20200706:2306,0,0,24.42,1.72,0
20200707:0006,0,0,24.22,1.52,0
20200707:0106,0,0,23.98,1.38,0
20200707:0206,0,0,23.97,1.38,0
20200707:0306,0,0,23.96,1.45,0
20200707:0406,0,0,23.93,1.59,0
20200707:0506,0,0,23.98,1.59,0
20200707:0606,22.15,5.17,23.97,1.59,0
20200707:0706,111.94,19,24.47,2.14,0
20200707:0806,106.84,32.82,24.94,2.34,0
20200707:0906,151.77,46.43,25.73,2.07,0
20200707:1006,99.85,59.39,26.15,2.34,0
20200707:1106,185.71,70.28,26.21,2,0
20200707:1206,375.11,73.92,26.1,1.86,0
20200707:1306,474.65,66.64,26.48,2.28,0
20200707:1406,242.63,54.66,26.61,2.28,0
20200707:1506,204.66,41.37,26.37,2.28,0
20200707:1606,212.73,27.65,25.78,2.07,0
20200707:1706,94.16,13.81,24.44,2.21,0
20200707:1806,0,0,24.1,2.28,0
20200707:1906,0,0,23.71,2.21,0
20200707:2006,0,0,23.5,2.21,0
20200707:2106,0,0,23.36,2.21,0
20200707:2206,0,0,23.21,2,0
20200707:2306,0,0,23.14,1.72,0
20200708:0006,0,0,23.05,1.66,0
20200708:0106,0,0,22.96,1.72,0
20200708:0206,0,0,22.86,1.79,0
20200708:0306,0,0,22.75,1.79,0
20200708:0406,0,0,22.7,1.72,0
20200708:0506,0,0,22.66,1.59,0
20200708:0606,27.29,5.13,22.64,1.59,0
